npi,provider_first_name,provider_last_name,credential,specialty,group_practice,street_address,city,state,zip,phone,accepting_new_patients,plan_tiers_accepted,telehealth_available,languages_spoken,hospital_affiliation
1796629113,William,Smith,MD,Emergency Medicine,SilverShield Medical Group,5135 Oak Ave,Peoria,IL,61602,(825) 374-2047,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",University Medical Center
1336837948,John,Jackson,MD,Oncology,University Health Associates,5412 Oak Ave,Decatur,IL,62521,(758) 340-6268,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Springfield General Hospital
1229649486,Nancy,Taylor,MD,Orthopedics,Independent Practice,9167 Maple Dr,Peoria,IL,61602,(449) 795-1666,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1116782928,Rahul,Garcia,MD,Family Medicine,Prairie Regional Medical,1560 Center Rd,Aurora,IL,60505,(626) 910-8798,Yes,"Silver,Gold",Yes,"English,French",Prairie Community Hospital
1661660243,Donald,Gupta,MD,Orthopedics,SilverShield Medical Group,9869 Maple Dr,Peoria,IL,61602,(826) 290-5934,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1306054135,Linda,Lopez,DO,Hematology,Independent Practice,8942 Commerce St,Rockford,IL,61101,(675) 988-4409,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1835774878,Priya,Martinez,MD,Orthopedics,SilverShield Medical Group,985 Medical Center Dr,Aurora,IL,60505,(414) 645-5118,Yes,"Bronze,Silver,Gold",Yes,English,Springfield General Hospital
1895016576,Patricia,Gonzalez,MD,Orthopedics,SilverShield Medical Group,8047 Commerce St,Chicago,IL,60601,(272) 440-8287,Yes,"Bronze,Silver,Gold",Yes,"English,French",N/A (outpatient only)
1449701561,Joseph,Davis,DO,Neurology,Midwest Health Partners,3984 Health Plaza,Rockford,IL,61101,(584) 425-2204,No,"Bronze,Silver,Gold",Yes,English,Lake Shore Medical Center
1255629507,Karen,Carter,NP,Orthopedics,University Health Associates,6219 Maple Dr,Peoria,IL,61602,(937) 398-6875,Yes,"Silver,Gold",No,"English,Spanish",Springfield General Hospital
1843255395,Carlos,Brown,MD,Cardiology,Midwest Health Partners,7727 University Ave,Evanston,IL,60201,(375) 978-6629,Yes,Gold,Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1756623287,David,Wilson,PA-C,General Surgery,Great Lakes Health System,1516 Health Plaza,Champaign,IL,61820,(700) 421-8757,No,Gold,Yes,"English,French",Lake Shore Medical Center
1890466024,Lisa,Martin,DO,Pulmonology,Great Lakes Health System,9795 Maple Dr,Decatur,IL,62521,(205) 627-1724,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1523398047,Priya,Miller,NP,Ophthalmology,Great Lakes Health System,1461 Commerce St,Springfield,IL,62701,(909) 949-7662,Yes,"Silver,Gold",No,"English,Mandarin",Midwest Regional Medical Center
1795398363,Jennifer,Johnson,NP,Urgent Care,Heartland Medical Associates,2750 University Ave,Decatur,IL,62521,(965) 797-1399,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1535252390,Susan,Hall,NP,Physical Therapy,SilverShield Medical Group,1258 Health Plaza,Joliet,IL,60431,(743) 233-5859,No,Gold,Yes,"English,Spanish,Portuguese",N/A (outpatient only)
1186929107,Yuki,Lewis,MD,Urology,Independent Practice,944 Oak Ave,Evanston,IL,60201,(574) 676-1669,Yes,Gold,Yes,"English,French",University Medical Center
1856852333,John,Perez,MD,Cardiology,Independent Practice,4009 Commerce St,Chicago,IL,60601,(864) 689-4437,Yes,Gold,No,"English,Mandarin",University Medical Center
1830387900,Dorothy,Moore,MD,Pediatrics,Independent Practice,5756 University Ave,Peoria,IL,61602,(713) 739-3010,No,"Bronze,Silver,Gold",No,English,University Medical Center
1495293592,John,Jackson,NP,Pediatrics,Midwest Health Partners,6500 Maple Dr,Aurora,IL,60505,(278) 311-3699,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1319318381,Chen,Johnson,MD,Pulmonology,Prairie Regional Medical,7864 Medical Center Dr,Evanston,IL,60201,(654) 955-1351,Yes,"Silver,Gold",Yes,English,Midwest Regional Medical Center
1996518070,Chen,Lewis,MD,Infectious Disease,Independent Practice,5446 University Ave,Decatur,IL,62521,(881) 913-9686,No,"Bronze,Silver,Gold",No,"English,Hindi",Midwest Regional Medical Center
1947556242,Betty,Anderson,MD,Neurology,Community Care Clinic,6193 Lake Shore Dr,Springfield,IL,62701,(351) 561-5659,No,"Silver,Gold",Yes,"English,French",University Medical Center
1406281188,Susan,Thomas,MD,Orthopedics,Great Lakes Health System,2015 Main St,Joliet,IL,60431,(788) 329-8223,Yes,Gold,Yes,"English,Spanish",University Medical Center
1859279763,Robert,Clark,DO,Cardiology,Independent Practice,7447 Commerce St,Naperville,IL,60540,(746) 508-2990,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Midwest Regional Medical Center
1591817492,Daniel,Taylor,MD,Occupational Therapy,Independent Practice,4942 University Ave,Aurora,IL,60505,(972) 787-3409,No,Gold,Yes,"English,French",Lake Shore Medical Center
1143036559,William,Perez,DO,Psychiatry,SilverShield Medical Group,6680 Center Rd,Rockford,IL,61101,(656) 565-2515,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",University Medical Center
1338525147,Nancy,Jackson,MD,Pediatrics,Community Care Clinic,1531 Commerce St,Evanston,IL,60201,(399) 702-6206,Yes,Gold,Yes,"English,Spanish",N/A (outpatient only)
1559175471,Sandra,King,DO,Family Medicine,Heartland Medical Associates,5751 Medical Center Dr,Aurora,IL,60505,(656) 774-2435,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1409918418,David,Nguyen,MD,Cardiology,Midwest Health Partners,2453 Park Blvd,Aurora,IL,60505,(686) 737-6495,Yes,"Bronze,Silver,Gold",Yes,English,Springfield General Hospital
1539655012,Nancy,Gupta,MD,Nephrology,Community Care Clinic,9404 Maple Dr,Rockford,IL,61101,(390) 590-5742,No,"Bronze,Silver,Gold",No,"English,Spanish,Portuguese",University Medical Center
1426325581,Rahul,Perez,NP,Neurology,SilverShield Medical Group,140 Maple Dr,Aurora,IL,60505,(507) 855-8742,Yes,Gold,Yes,"English,Spanish",Lake Shore Medical Center
1838565998,Lisa,Johnson,DO,Speech Therapy,Heartland Medical Associates,8178 Oak Ave,Decatur,IL,62521,(963) 570-8872,No,Gold,Yes,"English,French",Springfield General Hospital
1500722831,Aisha,Wilson,MD,General Surgery,Heartland Medical Associates,2768 Center Rd,Springfield,IL,62701,(349) 527-8553,Yes,Gold,Yes,English,Prairie Community Hospital
1487796299,Mark,Walker,MD,Psychiatry,Heartland Medical Associates,8777 Oak Ave,Champaign,IL,61820,(398) 984-4002,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Prairie Community Hospital
1439528365,Betty,Moore,DO,OB/GYN,Independent Practice,2454 Main St,Naperville,IL,60540,(730) 488-7111,No,"Bronze,Silver,Gold",No,"English,Spanish",Springfield General Hospital
1333942807,Barbara,Hernandez,MD,Plastic Surgery,Great Lakes Health System,9253 Center Rd,Champaign,IL,61820,(744) 929-2867,No,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1118660989,Priya,Walker,MD,Physical Therapy,Independent Practice,2377 University Ave,Decatur,IL,62521,(735) 981-6604,Yes,Gold,Yes,"English,French",Springfield General Hospital
1338754922,William,Taylor,MD,Psychiatry,Prairie Regional Medical,3538 Maple Dr,Chicago,IL,60601,(635) 907-2830,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1145652216,Richard,Miller,MD,Allergy & Immunology,SilverShield Medical Group,7785 Oak Ave,Aurora,IL,60505,(244) 267-5942,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1730933965,Richard,Thomas,DO,Family Medicine,Midwest Health Partners,2484 Lake Shore Dr,Decatur,IL,62521,(556) 560-3630,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1919527047,James,Lopez,MD,Physical Therapy,Great Lakes Health System,4717 Maple Dr,Champaign,IL,61820,(204) 942-2616,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1732842568,Susan,Kim,DO,Orthopedics,Independent Practice,6319 Health Plaza,Rockford,IL,61101,(726) 433-7677,Yes,Gold,Yes,English,Springfield General Hospital
1658053247,William,Martinez,DO,Physical Therapy,Heartland Medical Associates,9228 Main St,Chicago,IL,60601,(535) 705-2895,No,Gold,Yes,"English,Hindi",N/A (outpatient only)
1435014871,Donald,Harris,PA-C,Pulmonology,Heartland Medical Associates,7111 Park Blvd,Chicago,IL,60601,(687) 895-7020,Yes,"Bronze,Silver,Gold",Yes,"English,French",Springfield General Hospital
1525598787,Donald,Lopez,DO,OB/GYN,Prairie Regional Medical,6568 Health Plaza,Decatur,IL,62521,(304) 959-3764,Yes,Gold,Yes,"English,Mandarin",Midwest Regional Medical Center
1738834325,Ashley,Davis,MD,Plastic Surgery,University Health Associates,8277 Lake Shore Dr,Decatur,IL,62521,(807) 479-7557,Yes,"Bronze,Silver,Gold",Yes,English,University Medical Center
1399456538,Barbara,Chen,DO,OB/GYN,Heartland Medical Associates,8117 University Ave,Rockford,IL,61101,(843) 337-1486,Yes,"Bronze,Silver,Gold",Yes,English,N/A (outpatient only)
1128721392,Susan,King,MD,Urgent Care,Independent Practice,2602 Lake Shore Dr,Decatur,IL,62521,(838) 298-2253,No,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1634615027,Rahul,Hernandez,MD,Nephrology,Independent Practice,8956 Commerce St,Springfield,IL,62701,(982) 232-8051,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Lake Shore Medical Center
1575191040,Emily,Williams,MD,Orthopedics,Heartland Medical Associates,2789 University Ave,Evanston,IL,60201,(337) 519-7374,No,"Bronze,Silver,Gold",Yes,"English,French",University Medical Center
1835914904,Wei,Wilson,NP,Ophthalmology,Prairie Regional Medical,8401 Main St,Evanston,IL,60201,(469) 706-7189,Yes,Gold,No,English,Springfield General Hospital
1734005271,Robert,Wilson,DO,Radiology,SilverShield Medical Group,5691 Health Plaza,Chicago,IL,60601,(638) 553-6855,No,Gold,Yes,"English,French",Midwest Regional Medical Center
1365873433,Lisa,Allen,MD,Pediatrics,Midwest Health Partners,5095 Oak Ave,Joliet,IL,60431,(373) 220-9821,Yes,"Bronze,Silver,Gold",Yes,"English,French",Lake Shore Medical Center
1709938401,Aisha,Gupta,MD,Family Medicine,Community Care Clinic,9733 Main St,Joliet,IL,60431,(586) 784-7394,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1207435042,Karen,Lewis,NP,Urology,Independent Practice,2830 Center Rd,Aurora,IL,60505,(572) 646-4305,No,"Bronze,Silver,Gold",Yes,"English,Mandarin",Prairie Community Hospital
1151036409,Betty,Wilson,MD,Allergy & Immunology,Great Lakes Health System,1606 Center Rd,Chicago,IL,60601,(806) 544-5478,Yes,"Bronze,Silver,Gold",Yes,English,Midwest Regional Medical Center
1472928235,John,Allen,PA-C,Allergy & Immunology,Heartland Medical Associates,7192 Commerce St,Joliet,IL,60431,(404) 624-7591,Yes,"Bronze,Silver,Gold",Yes,"English,French",University Medical Center
1293918682,Mary,Lopez,MD,Infectious Disease,Community Care Clinic,3589 University Ave,Aurora,IL,60505,(853) 745-8106,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Lake Shore Medical Center
1258638580,Lisa,Taylor,MD,General Surgery,University Health Associates,6821 Medical Center Dr,Chicago,IL,60601,(849) 408-7757,Yes,Gold,Yes,"English,Mandarin",N/A (outpatient only)
1745568239,Lisa,Patel,MD,OB/GYN,Prairie Regional Medical,3244 Main St,Rockford,IL,61101,(517) 675-8952,No,"Bronze,Silver,Gold",Yes,"English,Spanish",Midwest Regional Medical Center
1392822240,William,Johnson,MD,Allergy & Immunology,Heartland Medical Associates,9122 Maple Dr,Springfield,IL,62701,(939) 697-1326,Yes,"Bronze,Silver,Gold",No,"English,Hindi",Prairie Community Hospital
1168270327,Mark,Hall,DO,Endocrinology,Prairie Regional Medical,3967 Oak Ave,Decatur,IL,62521,(952) 712-2976,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",University Medical Center
1231293747,Daniel,Lewis,MD,Occupational Therapy,University Health Associates,3965 Health Plaza,Rockford,IL,61101,(347) 309-3869,Yes,Gold,Yes,English,Prairie Community Hospital
1732950344,Patricia,Martinez,PA-C,Radiology,Midwest Health Partners,5285 Commerce St,Evanston,IL,60201,(686) 899-5036,Yes,"Silver,Gold",No,English,N/A (outpatient only)
1494857051,Betty,Johnson,MD,Internal Medicine,SilverShield Medical Group,4026 Lake Shore Dr,Champaign,IL,61820,(593) 516-6945,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1517117581,James,Patel,MD,Psychiatry,Midwest Health Partners,3957 Lake Shore Dr,Rockford,IL,61101,(364) 649-6196,No,"Bronze,Silver,Gold",No,"English,Spanish,Portuguese",Springfield General Hospital
1983901883,Rahul,Rodriguez,MD,Pain Management,Independent Practice,7020 Oak Ave,Naperville,IL,60540,(915) 467-9295,Yes,Gold,Yes,"English,Hindi",N/A (outpatient only)
1973411714,Maria,Clark,NP,Physical Therapy,SilverShield Medical Group,953 Maple Dr,Peoria,IL,61602,(856) 339-1050,No,"Silver,Gold",No,"English,Mandarin",University Medical Center
1188295994,Linda,Anderson,MD,Urology,Prairie Regional Medical,9832 Health Plaza,Joliet,IL,60431,(662) 689-3187,Yes,"Silver,Gold",No,"English,Spanish,Portuguese",Prairie Community Hospital
1313313546,Jennifer,Gupta,DO,Orthopedics,University Health Associates,6282 Center Rd,Rockford,IL,61101,(221) 223-4747,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1281200333,Patricia,Patel,MD,Pulmonology,Heartland Medical Associates,2545 Oak Ave,Joliet,IL,60431,(374) 780-2922,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
1988260922,Rahul,Davis,MD,Physical Therapy,Great Lakes Health System,3221 Lake Shore Dr,Aurora,IL,60505,(964) 706-7259,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1984858711,Charles,Jackson,MD,Orthopedics,University Health Associates,2491 Main St,Aurora,IL,60505,(468) 441-8388,Yes,Gold,Yes,English,Springfield General Hospital
1603457793,William,Clark,MD,Urgent Care,Great Lakes Health System,6383 Health Plaza,Decatur,IL,62521,(462) 274-2561,Yes,"Bronze,Silver,Gold",No,"English,Spanish",Lake Shore Medical Center
1480428530,Omar,Nelson,MD,Family Medicine,Heartland Medical Associates,8366 Center Rd,Evanston,IL,60201,(509) 604-7076,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Midwest Regional Medical Center
1379486036,David,Hernandez,NP,Pain Management,Independent Practice,7769 Maple Dr,Chicago,IL,60601,(524) 927-9690,No,"Silver,Gold",No,English,Prairie Community Hospital
1147418754,William,Martinez,MD,Occupational Therapy,Independent Practice,7146 Lake Shore Dr,Aurora,IL,60505,(827) 979-5321,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",N/A (outpatient only)
1627502276,Barbara,Perez,NP,Internal Medicine,Great Lakes Health System,2535 Main St,Rockford,IL,61101,(387) 236-8704,Yes,"Silver,Gold",Yes,English,Springfield General Hospital
1631406400,Robert,Kim,DO,Physical Therapy,Community Care Clinic,7599 University Ave,Chicago,IL,60601,(937) 351-3025,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Prairie Community Hospital
1293976787,David,Hernandez,MD,Infectious Disease,Great Lakes Health System,9660 Main St,Champaign,IL,61820,(985) 784-3958,No,"Bronze,Silver,Gold",Yes,"English,Spanish,Portuguese",Lake Shore Medical Center
